Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;Quelle
Brandenburg;Universität Potsdam;2010;IBM;Geldleistung;Spende;5000;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Brandenburgischer Verein für Gesundheit;Geldleistung;Spende;20000;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;PricewaterhouseCoopers;Geldleistung;Spende;5734,2;Unterstützung der Lehrstuhlarbeit;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;PricewaterhouseCoopers;Geldleistung;Spende;5734,2;Unterstützung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Clementia e.V.;Geldleistung;Spende;7000;Unterstützung Publikationsreihe;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;10000;Personalförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Glenn Janes;Geldleistung;Spende;10000;Spende Tell Basta;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Instituto Di Cibernetica e Biofisica;Geldleistung;Spende;5000;Spende Uni of Oklahoma;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;KPMG;Sachleistung;Spende;14972,19;Verzicht auf Beratungshonorar;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;KPMG;Geldleistung;Spende;8927,01;Verzicht auf Beratungshonorar;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;338200;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;10089,18;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;10089,18;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;10089,18;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Verein der Freunde und Förderer Jur. Fakultät;Geldleistung;Spende;9600;Preisgeld für beste Studierende und Promovenden (Wolf-Rüdiger-Bub-Preis);;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;31450;HPLC System;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;9023;Monolithischer Ringlaser Mephisto OEM;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2010;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;148743;Laserpumpenkammersystem;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Institut für Spielanalyse GmbH;Geldleistung;Spende;5000;Spielanalyse;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Egypt Exploration Society;Geldleistung;Spende;7032,95;Spende Tell Basta;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;PricewaterhouseCoopers;Geldleistung;Spende;6000;Unterstützung Lehrstuhlarbeit;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;20000;Personalförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Instituto Di Cibernetica e Biofisica;Geldleistung;Spende;5000;Spende Uni of Oklahoma;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;10000;Personalförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Dt. Stiftung Trad. Chines.;Geldleistung;Spende;18000;Forschung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Deutsche Bank;Geldleistung;Spende;5000;Außergewöhnliche Lehrforschungsvorhaben;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Stiftung Mercator;Geldleistung;Sponsoring;22366;Förderung eines Doktorandenworkshops in Peking;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;KPMG;Sachleistung;Spende;7679,96;Verzicht a. Beratungshonorar;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Prof. Dr. Claus-Steffen Mahnkopf;Sachleistung;Spende;6727,73;Spende Universitätsbibliothek Babelsberg;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;5765;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Sponsoring;15434,1;Forschungsförderung;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Verein der Freunde und Förderer Jur. Fakultät;Geldleistung;Spende;10800;Preisgeld für beste Studierende und Promovenden (Wolf-Rüdiger-Bub-Preis);;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2011;Deutsche Forschungsgemeinschaft;Sachleistung;Spende;11125;25 Transponderlesestationen;;http://www.antikorruption.brandenburg.de/media_fast/4055/3.%20Sponsoringbericht.pdf
Brandenburg;Universität Potsdam;2012;Selbsthilfeverein Nutzer i. L.;Geldleistung;Spende;8823;Spende Promotionsstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Burkhardt, Doris;Geldleistung;Spende;5000;Spende Militärgeschichte;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Deutsche Telekom;Geldleistung;Spende;5000;Spende Studienberatung;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;40000;Spende Personalaufstockung;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;30000;Spende Personalaufstockung;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;16338,29;Stiftungsprofessur Neurolinguistik;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;60172,96;Stiftungsprofessur Neurolinguistik;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;50000;Spende interaktive Grundlehre;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Klinik am See;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Median Kliniken;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Klinik am See;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Median Kliniken;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Median Kliniken;Geldleistung;Spende;16666,66;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,66;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Klinik am See;Geldleistung;Spende;16666,66;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Deutsche Forschungsgemeinschaft;Sachleistung;Schenkung;23050;übereignung Kraftmesslatte mit Zubehör zur Nutzung am Institut für Psychologie;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2012;Deutsche Forschungsgemeinschaft;Sachleistung;Schenkung;49089;übereignung CMG-3T Broadband Digital Out- put Velocity Seismome- ter mit Zubehör;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Selbsthilfeverein Nutzer i. L.;Geldleistung;Spende;8824;Spende Promotionsstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Hamburger Stiftung zur Förderung von Wissenschaft und Kultur;Geldleistung;Spende;20000;Spende Konferenz Kinderrechte;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Loschelder, Michael und Mech.;Geldleistung;Spende;5000;Spende für ausländische Studierende ;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;60000;Spende Aufstockung Personal;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Abraham Geiger Kolleg GmbH;Geldleistung;Spende;5400;Spende Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Verein zur Förderung des Hochschulsports;Geldleistung;Spende;30000;Spende Aufstockung Personal;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Rotary International Distrikt 1940;Geldleistung;Spende;5400;Spende Deutschlandstipendium;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;7343,6;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Klinik am See;Geldleistung;Spende;7343,59;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Klinik am See;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Median Kliniken;Geldleistung;Spende;24010,26;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Median Kliniken;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Klinik am See;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Klinik am See;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Median Kliniken;Geldleistung;Spende;16666,67;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Median Kliniken;Geldleistung;Spende;16666,66;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Brandenburg Klinik Bernau;Geldleistung;Spende;16666,65;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Klinik am See;Geldleistung;Spende;16666,66;Stiftungsprofessur Rehabilitationswissenschaften;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;12543,24;Stiftungsprofessur Neurolinguistik;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;12543,24;Stiftungsprofessur Neurolinguistik;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Stifterverband für die Deutsche Wissenschaft;Geldleistung;Spende;16666,67;Stiftungsprofessur Neurolinguistik;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Deutsches Institut für Erwachsenenbildung;Geldleistung;Sponsoring;6000;Sponsoring Konferenz Kinderrechte;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Bosch;Geldleistung;Sponsoring;10000;Sponsoring Konferenz Kinderrechte;Robert-Bosch-Stiftung;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Max-Träger-Stiftung;Geldleistung;Sponsoring;5000;Sponsoring Konferenz Kinderrechte;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Deutsche Forschungsgemeinschaft;Sachleistung;Schenkung;50000;2x zweistufige nichtkollinear gepumpte OPA-Systeme mit Zubehör zur Nutzung im Insti- tut für Physik und Astronomie;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Deutsche Forschungsgemeinschaft;Sachleistung;Schenkung;180070,8;Nd: YAG-Laserköpfe mit Zubehör zur Nutzung im Institut für Physik und Astronomie;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Deutsche Forschungsgemeinschaft;Sachleistung;Schenkung;25704;Seed Laser mit Zubehör zur Nutzung im Institut für Chemie;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Universität Potsdam;2013;Deutsche Forschungsgemeinschaft;Sachleistung;Schenkung;10185,21;VARISPEC Tunable Imaging Filter zur Nutzung im Institut für Chemie;;http://www.parldok.brandenburg.de/parladoku/w5/drs/ab_8800/8860.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Kjellberg-Stiftung;Geldleistung;Spende;5000;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Bauerfeind;Geldleistung;Spende;8000;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Wolfgang Stoffels, Neu- säss-Westheim;Sachleistung;Spende;5260;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Prof. Vierhaus, Cottbus;Sachleistung;Spende;5823,98;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Vattenfall;Sachleistung;Sponsoring;7080;KinderCampus WS 2006;Vattenfall Europe Generation;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;DigAnaRS Inc;Sachleistung;Schenkung;5000;CFD Simulation, Russbil- dung in Dieselmotoren;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Siemens;Geldleistung;Sponsoring;7619,15;Catering für Innovationstag;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Alfred Doderer-Winkler;Geldleistung;Spende;5500;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Sparkasse Spree-Neiße;Geldleistung;Spende;11000;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Deutsche Bank;Geldleistung;Spende;10000;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Wankel SuperTec GmbH;Geldleistung;Spende;6000;Wissenschaftlicher Zweck;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Agilent Technologies Deutschland GmbH;Sachleistung;Sponsoring;50000;Ausbildung von Studenten und PhDs;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Siemens;Geldleistung;Sponsoring;6972,99;Catering für Innovationstag 2007 - Veranstaltet von CEBra Research / LS EVH;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Förderverein der BTU Cottbus;Geldleistung;Spende;5000;KinderCampus SoSe und WS 2007;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;CD Adapco;Sachleistung;Sponsoring (Kostenlose Nutzung);10000;CFD Simulation, Motoren, Nanopartikel Herstellung, CVD Herstellung;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;DigAnaRS Inc;Sachleistung;Sponsoring (Kostenlose Nutzung);10000;Chemie Simulation, Verbrennung Schadstoff- bildung;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2006-2007;Pestalozzi-Fröbel-Haus Berlin;Geldleistung;Spende;5000;Spende privater Honorare Frau Prof. Dr. Horstkemper zweckgebunden für die Professur zur freien Verfügung;;http://www.antikorruption.brandenburg.de/media_fast/4055/Sponsoringbericht_2008.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;AOK;Sachleistung;Sponsoring;5000;Papier für SB-Terminals für Studierende;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Kjellberg-Stiftung;Geldleistung;Spende;5000;Förderung Lehre und Forschung;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Damien Hirst ESQ;Geldleistung;Spende;12415;Förderung Lehre und Forschung;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Pro-Qual Ingenieurbüro;Geldleistung;Spende;5000;F3, JP Angewandte Medienwissenschaften, Film- und Videoproduktion;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Rolls-Royce;Geldleistung;Spende;5000;Aufbau Schülerlabor;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Sparkasse Spree-Neiße;Geldleistung;Spende;5000;Chipkartenprojekt;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Sparkasse Spree-Neiße;Geldleistung;Spende;5000;CH 2009 - Kongress (3. Internationaler Kongress für Baugeschichte);;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Techniker Krankenkasse;Geldleistung;Sponsoring;5000;Kooperationsvertrag zu: Unterstützung der Arbeit des Career Center, Maßnahmen zur Karriereförderung, Zusatzqualifikationsangebote, Teilnahme an der Firmenkontaktmesse, Studentische Arbeiten auf dem Hochschulball;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;AOK;Geldleistung;Sponsoring;10500;Kooperationsvertrag zu: Unterstützung der Arbeit des Career Center, Maßnahmen zur Karriereförderung, Zusatzqualifikationsangebote, Teilnahme an der Firmenkontaktmesse, Studentische Arbeiten auf dem Hochschulball;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Förderverein der BTU Cottbus;Geldleistung;Spende;6000;WHS Konferenz 2009;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Prof. Roland Koch, Bad Muskau;Geldleistung;Spende;6500;Lehrstuhl Wassertechnik, Forschung Neutralisierung von sauren Tagebauseen;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Rohde Gruppe;Sachleistung;Spende;6613,63;Lehrstuhl Mikroelektronik;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Förderverein der BTU Cottbus;Geldleistung;Spende;7000;Preisgeld für beste Dissertation;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Prof. Vierhaus;Sachleistung;Spende;7566,51;IKMZ, Erweiterung Medienangebot (Informations-, Kommunikationsund Multimediazentrum);;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Herr große Holthaus/PROFI;Sachleistung;Spende;7800;IKMZ, Erweiterung Medienangebot;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Sparkasse Spree-Neiße;Geldleistung;Spende;8000;BTU-Ball;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Wankel SuperTec GmbH;Geldleistung;Spende;11210,5;Stipendium;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Alfred Doderer-Winkler;Geldleistung;Spende;11750;Lehrstuhl Baugeschichte, Kathedrale Santiago de Compostale;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Dr. Meyer-Struckmann-Stiftung;Geldleistung;Spende;15000;Präsidialamt, Struckmann-Stifterpreis;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
Brandenburg;Brandenburgische TU Cottbus;2008-2009;Pro-Qual Ingenieurbüro;Geldleistung;Spende;18800;Symposium;;http://www.antikorruption.brandenburg.de/media_fast/4055/2.%20Sponsoringbericht.pdf
