Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;Quelle
Thüringen;FH Schmalkalden;2011;Inverso GmbH;Geldleistung;Spende;1200;Unterstützung der Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;FH Schmalkalden;2011;Thüringische Weidmüller GmbH;Sachleistung;Spende;665,57;Unterstützung der Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;FH Schmalkalden;2011;Wago Kontakttechnik GmbH & Co. KG;Sachleistung;Spende;679;Unterstützung der Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;FH Schmalkalden;2011;DOAG Dienst- Leistungen GmbH;Geldleistung;Spende;5000;Zuwendung für Förderung von Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;FH Schmalkalden;2011;Inverso GmbH;Geldleistung;Spende;1200;Unterstützung der Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;FH Schmalkalden;2011;Thüringische Weidmüller GmbH;Sachleistung;Spende;665,57;Unterstützung der Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;FH Schmalkalden;2011;Wago Kontakttechnik GmbH & Co. KG;Sachleistung;Spende;679;Unterstützung der Lehre, Wissenschaft und Forschung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Anonym;Geldleistung;Spende;600;Spende Weimarer Meisterkurse;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Anonym;Geldleistung;Spende;1000;Sonderpreis Spohr Wettbewerb 2010;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Anonym;Geldleistung;Spende;1000;Sonderpreis Spohr Wettbewerb 2010;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Sparkasse Mittelthüringen;Geldleistung;Spende;500;Spende 7. Liszt-Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Anonym;Geldleistung;Spende;7200;Begabtenförderung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Anonym;Geldleistung;Spende;2000;Druckkostenzuschuss;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Stadtwerke Weimar;Geldleistung;Spende;3000;Förderung Maria-Pawlowna-Stipendium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Henkel;Geldleistung;Spende;10000;Unterstützung Cherubini-Symposium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Sparkasse Mittelthüringen;Geldleistung;Spende;3000;Förderung Maria-Pawlowna-Stipendium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Anonym;Geldleistung;Spende;1000;nicht bekannt;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2010;Commerzbank;Geldleistung;Spende;12000;Preis Bach-Liszt-Orgel- wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;11250;Orchester für den prakt. Dirigierunterricht;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;3000;Sonderpreis Liszt-Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Sparkasse Mittelthüringen;Geldleistung;Spende;8000;internat. Bach/Liszt Orgelwettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Sparkasse Mittelthüringen;Geldleistung;Spende;3000;Förderung Maria-Pawlowna-Stipendium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;1000;Spende Projekt Prof. Beetz;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;500;Orchester für den prakt. Dirigierunterricht;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Neue Liszt Stiftung Weimar;Geldleistung;Spende;1000;Internat. Liszt- Wettbewerb Junge Pianisten;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Klavierhaus M. Fiech;Geldleistung;Spende;1000;Sonderpreis Liszt- Junior Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Sparkassen Kulturstiftung;Geldleistung;Spende;12200;Sonderpreis Liszt-Junior Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;1000;Sonderpreis Orgelwettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Franz Liszt Gesellschaft Weimar;Geldleistung;Spende;1000;Sonderpreis Franz-Liszt-Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Neue Liszt Stiftung Weimar;Geldleistung;Spende;1000;Sonderpreis beste Lisztinterpretation;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;5000;Spende für HfM-Entwicklung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;4200;Begabtenförderung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;5000;Spende Musik- förderung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;2000;Spende Graner Messe;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;1200;Mittel für archiv- arische Aufarbeitung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Neue Liszt Stiftung Weimar;Geldleistung;Spende;1000;Sonderpreis Franz- Liszt-Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Klavierhaus M. Fiech;Geldleistung;Spende;500;Sonderpreis Franz- Liszt-Wettbewerb;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;929;Fördermittel Jahrbuch KuMa 2010;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;2000;Zuschuss Projekt Franz Kafka;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;Hochschule für Musik Franz Liszt Weimar;2011;Anonym;Geldleistung;Spende;4500;Spende Deutschlandstipendium;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;500;kulturelle Veranstal- tung Finanzierung Flügel;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;2000;wissenschaftliche Veranstaltung Jahrestagung DGPUK;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;2000;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;2000;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;500;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1000;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;5500;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;32185;Forschung & Lehre 7 Schutzgeräte der MiCOM Serie;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;2200;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1000;wissenschaftliche Veranstaltung Physiksommer;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1000;wissenschaftliche Veranstaltung Physiksommer;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;2115;Forschung & Lehre 1 Stück Dynamic Range Testbild, Neu;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;500;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1000;kulturelle Veranstaltung Uniball;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Regina und Günter Ramthor Stiftung, Apolda;Geldleistung;Spende;1000;kulturelle Veranstaltung Uniball;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;5000;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1567,44;wissenschaftliche Veranstaltung Thermische Analyse für Hochtemperaturanwendungen;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;6050;Forschung & Lehre Stipendien für aus- ländische Studierende;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;30502,08;Forschung & Lehre 3-achsige Präzisionskinematik, gebraucht;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;5500;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;12000;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;10000;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;2500;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1000;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;49000;Forschung & Lehre Stipendien für Promovierende;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;16800;Forschung & Lehre Stipendien für Promovierende;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;16800;Forschung & Lehre Stipendien für Promovierende;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Sartorius;Geldleistung;Spende;32500;Forschung & Lehre Stiftungsprofessur;Sartorius AG;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Sartorius;Geldleistung;Spende;16250;Forschung & Lehre Stiftungsprofessur;Sartorius AG;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;14323,43;Forschung & Lehre Spritzgießmaschinen;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;5000;wissenschaftliche & kulturelle Veranstaltungen Kinder UNI, Physiksommer;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;100000;Forschung & Lehre Juniorprofessur;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;2508;Forschung & Lehre Lesestipendien (10 Abos Die Welt);;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;998;Forschung & Lehre Lesestipendien (2 Abos Handels- blatt);;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;1000;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;3500;wissenschaftliche Veranstaltung Projektseminar SR-Motor;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;670;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;3000;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Geldleistung;Spende;2000;wissenschaftliche Veranstaltung Ilmenau Medien- preis IM@P 2011;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;15913,01;Forschung & Lehre Schreibtisch;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;Sachleistung;Spende;21941,2;Forschung & Lehre;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;892,5;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;1190;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;2380;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;1190;kulturelle Veranstaltung Uniball;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;714;wissenschaftliche Veranstaltung DGPUK;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;595;wissenschaftliche Veranstaltung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;1190;wissenschaftliche Veranstaltung Lange Nacht der Technik;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;595;kulturelle Veranstaltung Uniball;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;595;wissenschaftliche Veranstaltung DGPUK;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;2975;kulturelle Veranstaltung;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;1190;wissenschaftliche Veranstaltung InnoForum Mikro- Nano Intgr.;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
Thüringen;TU Ilmenau;2010;Anonym;steuerpflichtige Werbeleistung;Sponsoring;880;wissenschaftliche Veranstaltung InnoForum Mikro-Nano Intgr.;;http://www.thueringen.de/imperia/md/content/tim/tim/innenrevision/120917_sponsoring_bericht_web.pdf
