Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;;;
;;2013-2;Alfred Toepfer Stiftung;Sponsoring;Geldleistung;5000;"Mittel für die Partnerschaft ""Shanghai""";;;;
;;2013-2;Rudolf-Augstein-Stiftung Hamburg;Sponsoring;Geldleistung;5000;"Förderung der Opern-Produktion""Yang Guifei""";;;;
;;2014-1;Steegmann Foundation, Vaduz;Sponsoring;Geldleistung;44000;"Förderung des Projekts: ""Musik und Gender im Internet""";;;;
;;2014-1;Hapag-Lloyd;Sponsoring;Geldleistung;25000;"Förderung der Veranstaltungsreihe: ""Junges Forum Musiktheater""";Hapag-Lloyd-Stiftung Hamburg;;;
;;2014-1;Stiftung Popkurs, Hamburg;Sponsoring;Geldleistung;18000;Förderung des Popkurses;;;;
;;2014-1;Deutscher Bühnenverein, Hamburg;Sponsoring;Geldleistung;15000;"Förderung des Projekts: ""Körber Late Night""";;;;
;;2014-1;Hoyer-Stiftung, Hamburg;Sponsoring;Geldleistung;10000;"Förderung des Opernprojektes: ""Yang Guifei""";;;;
;;2014-1;Ritter-Stiftung, Hamburg;Sponsoring;Geldleistung;9000;"Förderung des Opernprojektes: ""Yang Guifei""";;;;
;;2014-1;Zeit-Stiftung;Sponsoring;Geldleistung;5000;"Förderung des Projektes: ""Musikalischer Salon""";;;;
;Technische Universität Hamburg-Harburg;2013-1;Deutsche Forschungsgemeinschaft;Spende;Sachleistung;58232,13;Übereignung eines Mikroskops an die TUHH;;;;
;;2013-1;Nordmetall;Spende;Geldleistung;299994,1;Finanzierung des Instituts M13;Stiftung Nordmetall, Hamburg;;;
;;2013-2;Endo-Klinik;Spende;Geldleistung;15417;Durchführung von biomechanischen Testungen, Zentrum für Operative Medizin;;;;
;;2014-1;Glatt GmbH Binzen;Spende;Sachleistung;25000;Lehre und Forschung;;;;
;;2014-1;Stiftung zur Förderung der TUHH Hamburg;Spende;Geldleistung;20000;Lehre und Forschung;;;;
;;2014-1;Universitätsklinikum Hamburg-Eppendorf;Spende;Geldleistung;10078,41;Lehre und Forschung;;;;
;Universität Hamburg (Klinikum);2013-1;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor;Spende;Geldleistung;120000;Institut für Rechtsmedizin;;;;
;;2013-1;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor;Spende;Geldleistung;100000;Klinik und Poliklinik für Urologie;;;;
;;2013-1;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor;Spende;Geldleistung;150000;UKE allgemein;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Klinik und Poliklinik für Pädiatrische Hämatologie u. Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Institut und Poliklinik für Sexualforschung u. Forensische Psychiatrie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Klinik für Gynäkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Institut für Biochemie / Signaltransduktion;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Klinik und Poliklinik für Hepatobiliäre Chirurgie und Transplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;UKE allgemein;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Musik - Mensch - Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Klinik für Gefäßmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5000;Institut für Experimentelle Neuroimmunologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;5000;REKO-Symposium;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;5000;Hamburger Regionalanästhesie Workshop;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;5000;Veranstaltung: Update Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;5000;Veranstaltung: Therapie Fokus;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5070;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5070;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5225,54;Klinik für Psychosomatische Medizin und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5225,74;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5250;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5425,63;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5500;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5500;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;5751,8;Institut für Experimentelle Pharmakologie und Toxikologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;5800;Klinik und Poliklinik für Strahlentherapie und Radioonkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6000;Institut für Systemische Neurowissenschaften;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6000;Institut für Systemische Neurowissenschaften;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6000;Institut für Systemische Neurowissenschaften;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6000;Klinik und Poliklinik für Kinderkardiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;6000;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6473,97;Apotheke;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6560,81;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6700;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6700;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6700;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6700;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;6700;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;7000;UKE allgemein;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7120;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7130;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7360;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7500;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7500;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7500;I. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7700;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;7861,53;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;8000;Institut für Rechtsmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;8000;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;8190,44;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;8216;Institut für Biochemie / Signaltransduktion;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;8744,07;Institut für Humangenetik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9000;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9250;Klinik und Poliklinik für Hals-, Nasen- und Ohrenheilkunde;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9250;Klinik und Poliklinik für Hals-, Nasen- und Ohrenheilkunde;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9250;Klinik und Poliklinik für Hals-, Nasen- und Ohrenheilkunde;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9414,53;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9414,53;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9414,53;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;9500;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Neuronale Ceroid-Lipofuszinose;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Neuronale Ceroid-Lipofuszinose;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Kinderkardiologie - Spenden für Kamerun;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;UKE allgemein;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;Klinik für Gefäßmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10000;I. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;10000;Klinik für Intensivmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;10000;Klinik für Intensivmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;10000;Klinik und Poliklinik für Allgemein-, Viszeral- und Thoraxchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;10000;Kursus zur klinischen Hepatologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;10000;I. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor;Spende;Geldleistung;10018,76;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;10084,03;Klinik und Poliklinik für Allgemein-, Viszeral- und Thoraxchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10457,91;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10506,14;Institut für Biochemie / Signaltransduktion;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10517,99;Klinik für Hör-Stimm und Spracheilkunde;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10613,08;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;10735,72;Institut für medizinische Soziologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;11000;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;11000;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;11022,63;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;11250;Immundefektambulanz;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;11250;Immundefektambulanz;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;11653,2;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;11678,28;Klinik und Poliklinik für Kinderkardiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12000;Neuronale Ceroid-Lipofuszinose;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12000;Neuronale Ceroid-Lipofuszinose;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12162,44;Institut für Experimentelle Neuroimmunologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12354,57;Institut für Experimentelle Neuroimmunologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12373,69;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12500;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12500;Institut für Experimentelle Pharmakologie und Toxikologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12500;Apotheke;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12818,52;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;12818,52;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13000;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13000;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti- Sonstige;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13113,3;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13200;Institut für Allgemeinmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13200;Institut für Allgemeinmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13411,64;Klinik für Gynäkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13500;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;13842,16;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;14087,5;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;14275;III. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;14506,8;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;14523,19;Immundefektambulanz;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;14840,65;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;15000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;15000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;15000;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;15000;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;15000;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;15000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;15000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;16635,7;Institut für Biochemie und Molekulare Zellbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;16690,89;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;16750;Institut für Geschichte und Ethik der Medizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;16950;Institut für Anatomie und experimentelle Morphologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;16965;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti- Sonstige;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;17000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;17964,57;Institut für Allgemeinmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;18000;Neuronale Ceroid-Lipofuszinose;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;18000;Institut für Medizinische Mikrobiologie, Virologie und Hygiene;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;18000;Institut für Medizinische Mikrobiologie, Virologie und Hygiene;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;18564;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;19000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;19750;Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;19919;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;19980,99;Intensivstation der Klinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Neuronale Ceroid-Lipofuszinose;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Klinik und Poliklinik für Kinder- und Jugendmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20000;Institut für Synaptische Physiologie;;;;
