Bundesland;Universität;Jahr;Name des Gebers;Geld-/Sachspende;Art der Leistung;Wert;Hinweis;Alternativname;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;20000;22. Hamburger MIC-Symposium und Jahrestagung der CAMIC;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20400;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;20825;II. Medizinische Klinik u. Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;21250;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti- Sonstige;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;21281,05;Klinik und Poliklinik für Augenheilkunde;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;21690,13;Klinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;22000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;22000;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti- Sonstige;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;22000;Kursus zur klinischen Hepatologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;22447,84;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;22500;Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;23157;Klinik und Poliklinik für Allgemeine und Interventionelle Kardiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;23400;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;24000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;24893;Institut für Rechtsmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;III. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Klinik und Poliklinik für Mund-, Kiefer- und Gesichtschirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Klinik und Poliklinik für Hals-, Nasen- und Ohrenheilkunde;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Klinik und Poliklinik für Neurochirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Institut für Experimentelle Pharmakologie und Toxikologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25000;Institut für Experimentelle Pharmakologie und Toxikologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25700;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;25900;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;26627,89;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;27036,11;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;28000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;28000;Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;28000;Institut für Synaptische Physiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;28625;Institut für Humangenetik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;29555;Klinik und Poliklinik für Orthopädie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti- Sonstige;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;Universitätsprofessur für Arbeitsmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;Universitätsprofessur für Arbeitsmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;UKE allgemein;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;Klinik und Poliklinik für Interdisziplinäre Endoskopie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30000;Institut für Molekulare Neurogenetik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;30521,62;Institut für Experimentelle Pharmakologie und Toxikologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;31200;Klinik und Poliklinik für Unfall-, Hand- und Wiederherstellung;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;31250;Klinik und Poliklinik f. Hepatobiliäre Chirurgie und Transplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;31250;Klinik und Poliklinik für Hepatobiliäre Chirurgie und Transplantation;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;32675;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Sponsoring;Geldleistung;33000;22. Hamburger MIC-Symposium und Jahrestagung der CAMIC;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;33309;Institut für Strukturelle Neurobiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;33377,5;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;35466,21;Medizinische Pschologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;35500;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;35814,63;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;37202,95;Klinik und Poliklinik für Psychiatrie u. Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;40000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;40000;ZMNH (Zentrum für Molekulare Neurobiologie Hamburg) Forschergruppen- Emeriti- Sonstige;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;44775;Klinik und Poliklinik für Neurochirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;45000;Institut und Poliklinik für Medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;45000;Klinik und Poliklinik für Gynäkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;46048,2;Klinik und Poliklinik für Unfall-, Hand- und Wiederherstellung;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;47261,04;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Neurochirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Institut für Klinische Chemie / Zentrallaboratorien;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Urologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;I. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Kinderkardiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Anästhesiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Diagnostische und Interventionelle Radiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Klinik und Poliklinik für Herz- und Gefäßchirurgie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;50000;Institut für Strukturelle Neurobiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;52110;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;58220;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;59571;Institut für medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;60000;Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;65000;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;66500;Klinik und Poliklinik für Psychiatrie und Psychotherapie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;67700;Klinik und Poliklinik für Neurologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;69000;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;72467;I. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;75096,13;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;80000;Kinder- und Jugendpsychiatrie, -psychotherapie und -psychosomatik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;81000;I. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;95666;Institut für medizinische Psychologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;100000;Klinik für Gefäßmedizin;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;100000;Institut für Synaptische Physiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;117329,22;Institut für Tumorbiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;122075;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;128550;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;156004,23;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;157808,8;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;168958,45;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;180984,71;Klinik und Poliklinik für Pädiatrische Hämatologie und Onkologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;193000;Institut für Synaptische Physiologie;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;332500;II. Medizinische Klinik und Poliklinik;;;;
;;2013-2;Einwilligung des Zuwendungsgebers zur Veröffentlichung liegt nicht vor.;Spende;Geldleistung;683827,12;II. Medizinische Klinik und Poliklinik;;;;
Bremen;Universität Bremen;2012;Diverse;Geldspende;Finanzmittel;119520;Allgemeine Zuwendungen von Stiftungen;;;;
;;2012;Anonym;Geldspende;Finanzmittel;32000;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;40000;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;20000;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;30000;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;6700;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;7000;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;6000;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;102750;Forschungsförderung;;;;
;;2012;Anonym;Geldspende;Finanzmittel;5000;Projekt e-lecture;;;;
;;2012;Anonym;Geldspende;Finanzmittel;6000;Archiv Musikgeschichte;;;;
;;2012;Anonym;Geldspende;Finanzmittel;5000;Forschungspreis;;;;
;;2012;Anonym;Geldspende;Finanzmittel;50000;Forschungspreis;;;;
;;2012;Anonym;Geldspende;Finanzmittel;5872;Stipendium;;;;
;;2012;Anonym;Geldspende;Finanzmittel;5000;Spielplatzgeräte für die Kinderbetreuungseinrichtungen;;;;
;;2012;Diverse;Geldspende;Finanzmittel;20720;Werbung Exzellenzinitiative;;;;
;;2012;Daimler;Geldspende;Finanzmittel;221000;Stiftungsprofessur Prozessgerechte Technologiegestaltung;Daimler-Fonds im Deutschen Stiftungszentrum GmbH, Essen;;;
;;2012;OHB System AG;Geldspende;Finanzmittel;75625;Christa und Manfred Fuchs- Stiftungsprofessur für Raumfahrttechnologie/System Enabling Technologies;;;;
;;2012;Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, DFKI, Bremen;Geldspende;Finanzmittel;63437,72;Stiftungsprofessur Echtzeitbildverarbeitung,;;;;
;;2012;Airbus Deutschland GmbH;Geldspende;Finanzmittel;300000;Stiftungsprofessur Multiskalensimulation und -modellierung von Materialien (Compositewerkstoffe und Metallwerkstoffe);;;;
;;2012;Stiftung Bremer Wertpapierbörse;Geldspende;Finanzmittel;132300;Stiftungsprofessur MR- Bildverarbeitung/MR-Spektroskopie;;;;
;;2012;Diverse;Sponsoring;Finanzmittel;52665;Jahrbuch 2011 der Univ. Bremen;;;;
;;2012;Anonym;Geldspende;Finanzmittel;2500;Jahrbuch 2011 der Univ. Bremen;;;;
